age,favourite_colour,preferred_biscuit,dominant_hand,likes_pineapple_on_pizza,zodiac_sign,preferred_pet_type,political_leaning,drives,personality
39,Green,Custard Cream,Left,Yes,Capricorn,Fish,Left,No,Introvert
39,White,Hobnob,Right,Yes,Cancer,Fish,Left,No,Introvert
66,Red,Bourbon,Left,No,Cancer,Rabbit,Left,No,Introvert
52,Black,Digestive,Right,No,Capricorn,Rabbit,Left,No,Introvert
54,Yellow,Jammie Dodger,Left,No,Leo,Rabbit,Center,Yes,Extrovert
55,Brown,Hobnob,Left,Yes,Sagittarius,Dog,Center,Yes,Ambivert
79,Orange,Custard Cream,Right,No,Virgo,Cat,Center,No,Introvert
72,White,Ginger Nut,Left,No,Aquarius,Fish,Center-Left,Yes,Introvert
74,Yellow,Bourbon,Right,Yes,Leo,Rabbit,Left,Yes,Extrovert
25,Purple,Rich Tea,Left,No,Scorpio,Rabbit,Center,No,Introvert
43,Brown,Rich Tea,Right,Yes,Virgo,Rabbit,Center-Left,Yes,Introvert
39,White,Rich Tea,Left,Yes,Scorpio,Rabbit,Center-Right,Yes,Introvert
63,Green,Shortbread,Right,Yes,Virgo,Dog,Left,No,Ambivert
64,Red,Custard Cream,Left,Yes,Sagittarius,Cat,Left,Yes,Extrovert
44,Black,Garibaldi,Left,Yes,Aries,Cat,Left,Yes,Introvert
31,Orange,Shortbread,Left,Yes,Gemini,Bird,Left,No,Extrovert
35,Orange,Bourbon,Left,No,Gemini,Bird,Center-Left,Yes,Ambivert
59,Purple,Hobnob,Right,Yes,Aries,Cat,Left,No,Extrovert
40,Brown,Garibaldi,Right,No,Sagittarius,Dog,Right,Yes,Introvert
35,Orange,Custard Cream,Left,No,Leo,Dog,Left,Yes,Ambivert
79,Purple,Digestive,Left,No,Libra,Fish,Center,Yes,Introvert
53,Purple,Hobnob,Right,No,Aquarius,Bird,Center,No,Ambivert
24,Black,Garibaldi,Right,Yes,Sagittarius,Rabbit,Left,No,Introvert
78,Blue,Digestive,Right,Yes,Libra,Cat,Left,No,Introvert
23,Red,Garibaldi,Left,No,Gemini,Fish,Center-Left,Yes,Introvert
60,Pink,Ginger Nut,Left,Yes,Scorpio,Cat,Right,Yes,Extrovert
65,Orange,Rich Tea,Left,No,Virgo,Fish,Center,Yes,Introvert
25,Purple,Rich Tea,Left,No,Cancer,Dog,Center,No,Introvert
27,Green,Digestive,Left,Yes,Cancer,Rabbit,Center-Left,No,Ambivert
51,Green,Rich Tea,Left,No,Cancer,Dog,Center,No,Introvert
29,White,Rich Tea,Right,Yes,Gemini,Rabbit,Center-Left,No,Introvert
47,Red,Rich Tea,Left,No,Pisces,Dog,Center-Left,No,Introvert
33,Orange,Digestive,Right,No,Capricorn,Fish,Center,No,Introvert
20,Yellow,Custard Cream,Right,Yes,Gemini,Rabbit,Center-Left,Yes,Extrovert
35,Green,Digestive,Right,Yes,Gemini,Bird,Right,No,Ambivert
20,Red,Digestive,Left,Yes,Leo,Bird,Left,No,Ambivert
37,Red,Nice,Right,No,Cancer,Rabbit,Left,No,Introvert
57,Yellow,Ginger Nut,Right,Yes,Capricorn,Cat,Right,Yes,Extrovert
53,Purple,Garibaldi,Right,No,Capricorn,Bird,Center-Right,Yes,Ambivert
62,Yellow,Digestive,Left,Yes,Leo,Fish,Center,Yes,Ambivert
29,Orange,Ginger Nut,Left,No,Sagittarius,Dog,Right,Yes,Ambivert
54,Black,Custard Cream,Right,No,Capricorn,Bird,Center-Right,Yes,Introvert
29,Black,Ginger Nut,Right,No,Capricorn,Rabbit,Center,Yes,Introvert
66,Orange,Ginger Nut,Left,No,Sagittarius,Dog,Center-Right,No,Ambivert
32,Yellow,Digestive,Right,No,Libra,Cat,Center,No,Introvert
63,Pink,Hobnob,Left,Yes,Virgo,Cat,Left,No,Extrovert
34,Yellow,Nice,Right,No,Capricorn,Fish,Center-Right,No,Introvert
55,Pink,Garibaldi,Right,Yes,Scorpio,Cat,Center,No,Extrovert
66,Yellow,Custard Cream,Left,No,Taurus,Bird,Left,Yes,Extrovert
73,White,Custard Cream,Left,Yes,Aries,Rabbit,Left,Yes,Extrovert
45,Orange,Nice,Left,Yes,Leo,Rabbit,Right,Yes,Ambivert
53,Green,Garibaldi,Left,Yes,Gemini,Bird,Center-Right,Yes,Extrovert
79,White,Shortbread,Left,Yes,Sagittarius,Bird,Center-Right,No,Ambivert
18,Pink,Jammie Dodger,Left,No,Aquarius,Fish,Right,Yes,Extrovert
40,Green,Hobnob,Right,Yes,Capricorn,Cat,Center-Right,Yes,Ambivert
31,Purple,Hobnob,Right,No,Cancer,Bird,Center,Yes,Ambivert
63,Pink,Shortbread,Left,Yes,Cancer,Dog,Left,Yes,Extrovert
58,Orange,Digestive,Right,No,Scorpio,Rabbit,Center-Right,No,Introvert
77,Black,Custard Cream,Right,No,Pisces,Cat,Center,No,Introvert
69,White,Garibaldi,Left,Yes,Cancer,Bird,Center,No,Extrovert
24,White,Bourbon,Right,No,Pisces,Rabbit,Right,No,Introvert
25,Orange,Bourbon,Right,No,Aquarius,Bird,Right,Yes,Ambivert
68,Yellow,Digestive,Left,No,Pisces,Rabbit,Center-Left,No,Introvert
58,Green,Custard Cream,Left,No,Sagittarius,Fish,Center,No,Introvert
37,Yellow,Bourbon,Right,Yes,Leo,Cat,Center-Left,No,Extrovert
58,Blue,Jammie Dodger,Left,Yes,Sagittarius,Bird,Right,No,Extrovert
71,Green,Shortbread,Right,Yes,Aquarius,Rabbit,Center-Right,Yes,Ambivert
67,White,Rich Tea,Left,Yes,Leo,Dog,Center-Left,No,Introvert
20,Pink,Ginger Nut,Right,No,Pisces,Fish,Center,Yes,Ambivert
32,Blue,Garibaldi,Left,No,Aries,Rabbit,Left,Yes,Introvert
51,Blue,Digestive,Left,No,Capricorn,Dog,Center,No,Introvert
49,Orange,Jammie Dodger,Left,Yes,Capricorn,Fish,Left,No,Extrovert
39,Red,Nice,Left,Yes,Scorpio,Bird,Center-Right,No,Introvert
55,Black,Nice,Left,No,Scorpio,Bird,Center-Right,No,Introvert
23,Green,Bourbon,Right,Yes,Scorpio,Dog,Center-Left,Yes,Extrovert
36,Green,Jammie Dodger,Right,No,Capricorn,Cat,Center-Left,No,Ambivert
62,Blue,Ginger Nut,Right,No,Virgo,Rabbit,Right,Yes,Introvert
61,Green,Digestive,Left,No,Aquarius,Bird,Right,No,Introvert
31,Blue,Shortbread,Right,Yes,Scorpio,Rabbit,Left,No,Ambivert
46,Yellow,Ginger Nut,Right,Yes,Virgo,Fish,Center,No,Ambivert
72,Green,Jammie Dodger,Right,No,Cancer,Cat,Right,No,Ambivert
37,Blue,Jammie Dodger,Left,Yes,Pisces,Fish,Center,No,Ambivert
77,Red,Rich Tea,Right,No,Capricorn,Cat,Center-Right,No,Introvert
40,Brown,Bourbon,Right,Yes,Pisces,Rabbit,Center-Right,Yes,Ambivert
64,Black,Rich Tea,Right,No,Libra,Cat,Center,No,Introvert
25,Pink,Custard Cream,Left,Yes,Cancer,Fish,Left,Yes,Extrovert
47,Black,Bourbon,Left,Yes,Aquarius,Rabbit,Center-Right,Yes,Introvert
61,Black,Bourbon,Right,No,Capricorn,Dog,Right,No,Introvert
21,Brown,Jammie Dodger,Left,No,Libra,Dog,Right,Yes,Ambivert
26,Black,Garibaldi,Right,Yes,Scorpio,Bird,Center,Yes,Ambivert
26,Blue,Rich Tea,Left,Yes,Gemini,Dog,Left,Yes,Introvert
50,Brown,Rich Tea,Left,Yes,Leo,Rabbit,Center-Right,No,Introvert
20,Black,Rich Tea,Right,No,Cancer,Dog,Center,No,Introvert
77,Yellow,Shortbread,Left,Yes,Libra,Fish,Center-Left,No,Ambivert
50,Red,Rich Tea,Right,Yes,Capricorn,Rabbit,Center,Yes,Introvert
70,Red,Digestive,Right,Yes,Taurus,Dog,Right,Yes,Extrovert
55,Pink,Nice,Left,Yes,Sagittarius,Rabbit,Center,No,Ambivert
71,Blue,Ginger Nut,Right,No,Aries,Rabbit,Left,No,Introvert
31,Pink,Digestive,Left,No,Capricorn,Cat,Center-Right,Yes,Ambivert
69,Yellow,Jammie Dodger,Right,Yes,Taurus,Fish,Left,No,Extrovert
30,Purple,Hobnob,Left,No,Libra,Bird,Center-Left,No,Ambivert
73,Brown,Digestive,Right,No,Gemini,Dog,Center-Left,No,Introvert
44,Black,Ginger Nut,Right,No,Scorpio,Cat,Right,Yes,Introvert
70,Yellow,Digestive,Right,Yes,Scorpio,Fish,Center-Left,No,Ambivert
18,White,Digestive,Right,No,Gemini,Rabbit,Center-Right,Yes,Introvert
56,Brown,Hobnob,Right,Yes,Scorpio,Rabbit,Left,No,Ambivert
18,Orange,Jammie Dodger,Left,No,Gemini,Bird,Center,No,Extrovert
22,Purple,Garibaldi,Right,No,Libra,Bird,Center-Right,Yes,Ambivert
31,Blue,Hobnob,Left,Yes,Cancer,Fish,Center-Left,No,Introvert
48,Orange,Hobnob,Left,No,Aries,Rabbit,Center,No,Ambivert
45,Green,Nice,Left,Yes,Pisces,Rabbit,Center-Right,No,Introvert
57,Pink,Nice,Left,Yes,Leo,Fish,Center-Left,No,Introvert
19,Green,Hobnob,Right,Yes,Leo,Fish,Right,No,Introvert
65,Black,Hobnob,Right,No,Aquarius,Dog,Right,No,Introvert
59,White,Garibaldi,Right,Yes,Taurus,Fish,Left,No,Ambivert
34,Purple,Bourbon,Left,No,Cancer,Dog,Left,No,Ambivert
62,Brown,Jammie Dodger,Left,No,Gemini,Rabbit,Right,Yes,Ambivert
70,Orange,Shortbread,Right,No,Capricorn,Rabbit,Center-Right,Yes,Ambivert
50,Blue,Ginger Nut,Right,No,Cancer,Rabbit,Right,Yes,Introvert
22,Green,Custard Cream,Right,No,Gemini,Rabbit,Center,Yes,Ambivert
52,Red,Shortbread,Left,No,Gemini,Rabbit,Left,No,Introvert
40,Blue,Jammie Dodger,Right,No,Libra,Dog,Center,No,Ambivert
29,Blue,Hobnob,Left,Yes,Aries,Fish,Right,No,Introvert
61,Brown,Shortbread,Right,Yes,Capricorn,Cat,Left,No,Introvert
63,Green,Hobnob,Right,Yes,Aquarius,Cat,Right,No,Ambivert
19,Green,Jammie Dodger,Right,No,Aquarius,Bird,Center,Yes,Extrovert
22,Red,Ginger Nut,Right,No,Aries,Rabbit,Center-Left,No,Introvert
55,Green,Bourbon,Right,Yes,Capricorn,Bird,Center-Right,No,Ambivert
78,Orange,Garibaldi,Left,No,Aries,Rabbit,Center,No,Ambivert
46,Red,Digestive,Right,Yes,Capricorn,Dog,Center,No,Ambivert
33,Black,Custard Cream,Right,No,Gemini,Dog,Right,Yes,Introvert
31,Purple,Hobnob,Left,No,Aries,Fish,Left,No,Introvert
19,Red,Digestive,Left,No,Capricorn,Fish,Center,Yes,Introvert
49,Orange,Shortbread,Left,Yes,Gemini,Cat,Center-Right,No,Ambivert
60,Red,Hobnob,Right,Yes,Leo,Dog,Left,Yes,Extrovert
48,Blue,Rich Tea,Left,No,Libra,Rabbit,Center-Left,No,Introvert
22,Black,Ginger Nut,Left,Yes,Libra,Bird,Center-Right,Yes,Introvert
72,Pink,Nice,Left,No,Virgo,Rabbit,Center-Left,Yes,Introvert
22,White,Shortbread,Right,No,Libra,Dog,Right,No,Introvert
48,Orange,Jammie Dodger,Left,No,Pisces,Bird,Center-Right,No,Extrovert
70,Brown,Digestive,Left,No,Leo,Bird,Right,No,Introvert
44,Blue,Jammie Dodger,Left,Yes,Virgo,Dog,Center,Yes,Extrovert
44,Green,Nice,Left,Yes,Aries,Dog,Center-Right,No,Introvert
34,Brown,Bourbon,Left,No,Leo,Bird,Center-Right,No,Introvert
72,Brown,Garibaldi,Left,No,Scorpio,Fish,Left,Yes,Introvert
46,Green,Digestive,Left,Yes,Libra,Fish,Left,No,Introvert
66,Orange,Jammie Dodger,Right,No,Virgo,Cat,Left,No,Ambivert
56,Orange,Ginger Nut,Left,Yes,Virgo,Bird,Left,Yes,Extrovert
50,Green,Bourbon,Right,No,Aquarius,Bird,Right,Yes,Introvert
77,Red,Custard Cream,Right,Yes,Leo,Fish,Center,No,Ambivert
54,Black,Shortbread,Right,Yes,Taurus,Rabbit,Center-Left,No,Introvert
50,Red,Bourbon,Right,Yes,Leo,Bird,Center-Right,No,Ambivert
33,Brown,Rich Tea,Left,No,Scorpio,Rabbit,Center,No,Introvert
39,Pink,Hobnob,Right,Yes,Taurus,Cat,Left,No,Extrovert
22,Green,Jammie Dodger,Left,Yes,Pisces,Cat,Left,Yes,Extrovert
20,White,Rich Tea,Right,No,Gemini,Fish,Center-Right,Yes,Introvert
18,Yellow,Hobnob,Left,Yes,Sagittarius,Dog,Left,Yes,Extrovert
50,Purple,Garibaldi,Right,Yes,Aries,Cat,Center-Right,Yes,Extrovert
65,Red,Nice,Left,No,Scorpio,Bird,Center,No,Introvert
78,Black,Hobnob,Right,No,Taurus,Rabbit,Center-Right,Yes,Introvert
27,Orange,Jammie Dodger,Right,Yes,Leo,Rabbit,Right,No,Extrovert
35,Green,Hobnob,Right,Yes,Cancer,Bird,Center-Right,Yes,Extrovert
47,Orange,Jammie Dodger,Left,Yes,Virgo,Bird,Left,No,Extrovert
75,Brown,Jammie Dodger,Right,Yes,Leo,Bird,Right,Yes,Extrovert
43,Purple,Nice,Right,Yes,Pisces,Rabbit,Center,Yes,Ambivert
28,Black,Nice,Right,No,Leo,Bird,Left,Yes,Introvert
57,White,Custard Cream,Right,Yes,Scorpio,Fish,Right,No,Ambivert
42,Black,Ginger Nut,Right,Yes,Aries,Rabbit,Center-Right,Yes,Introvert
68,Black,Nice,Right,Yes,Taurus,Rabbit,Center,No,Introvert
70,Yellow,Custard Cream,Left,No,Sagittarius,Bird,Left,No,Ambivert
76,Blue,Hobnob,Right,No,Virgo,Rabbit,Left,No,Introvert
57,Purple,Rich Tea,Right,Yes,Pisces,Dog,Right,Yes,Ambivert
46,Blue,Nice,Left,No,Taurus,Cat,Right,No,Introvert
61,Yellow,Custard Cream,Right,No,Virgo,Rabbit,Left,Yes,Extrovert
71,Purple,Nice,Right,No,Sagittarius,Cat,Center-Right,No,Introvert
56,Yellow,Digestive,Right,Yes,Scorpio,Rabbit,Center-Right,No,Extrovert
54,Orange,Bourbon,Left,Yes,Cancer,Fish,Center-Left,Yes,Ambivert
33,Red,Custard Cream,Right,No,Libra,Rabbit,Center-Right,Yes,Ambivert
23,Blue,Garibaldi,Right,Yes,Aries,Bird,Center-Right,Yes,Extrovert
19,Brown,Bourbon,Right,No,Cancer,Fish,Center-Right,No,Introvert
66,Brown,Ginger Nut,Right,Yes,Cancer,Cat,Center-Right,Yes,Ambivert
41,Green,Rich Tea,Left,Yes,Taurus,Dog,Right,No,Introvert
19,Orange,Hobnob,Left,Yes,Taurus,Dog,Left,Yes,Extrovert
41,Red,Shortbread,Left,No,Taurus,Cat,Center,Yes,Introvert
45,White,Shortbread,Left,No,Scorpio,Cat,Center,No,Introvert
26,White,Custard Cream,Left,No,Aquarius,Fish,Right,No,Introvert
25,Brown,Nice,Left,Yes,Sagittarius,Dog,Left,Yes,Introvert
26,Yellow,Nice,Left,No,Libra,Dog,Center-Left,Yes,Ambivert
31,White,Shortbread,Right,Yes,Cancer,Dog,Center,No,Ambivert
33,Pink,Hobnob,Left,No,Aries,Cat,Right,No,Ambivert
25,Purple,Bourbon,Left,Yes,Aries,Rabbit,Center-Left,No,Extrovert
69,Orange,Digestive,Left,No,Libra,Rabbit,Center-Left,No,Introvert
80,White,Garibaldi,Right,No,Virgo,Dog,Center-Right,No,Ambivert
79,Purple,Jammie Dodger,Left,No,Pisces,Bird,Center-Right,Yes,Extrovert
42,Black,Nice,Right,No,Taurus,Rabbit,Center-Right,Yes,Introvert
56,Black,Shortbread,Left,Yes,Libra,Dog,Left,Yes,Introvert
22,Yellow,Jammie Dodger,Right,No,Cancer,Cat,Center,No,Extrovert
27,Green,Custard Cream,Left,No,Capricorn,Fish,Center-Right,No,Introvert
23,Blue,Digestive,Left,Yes,Capricorn,Cat,Left,No,Introvert
31,Orange,Rich Tea,Right,No,Cancer,Rabbit,Left,Yes,Introvert
48,Red,Shortbread,Right,No,Taurus,Dog,Center-Right,No,Introvert
52,Purple,Jammie Dodger,Right,Yes,Virgo,Rabbit,Right,Yes,Extrovert
78,Brown,Hobnob,Left,Yes,Taurus,Fish,Right,Yes,Introvert
18,Pink,Hobnob,Right,Yes,Gemini,Bird,Center,Yes,Extrovert
28,Purple,Shortbread,Left,Yes,Virgo,Rabbit,Center-Left,Yes,Extrovert
18,Black,Garibaldi,Left,Yes,Aquarius,Rabbit,Center-Right,No,Ambivert
36,Pink,Custard Cream,Right,Yes,Leo,Rabbit,Center,Yes,Extrovert
47,Brown,Digestive,Left,No,Leo,Dog,Left,No,Introvert
71,Black,Hobnob,Right,Yes,Sagittarius,Bird,Right,Yes,Introvert
67,Black,Ginger Nut,Left,No,Scorpio,Dog,Center,No,Introvert
62,Red,Shortbread,Right,No,Aries,Rabbit,Center-Left,No,Introvert
53,Orange,Garibaldi,Right,No,Cancer,Dog,Center-Right,No,Ambivert
41,Purple,Jammie Dodger,Right,Yes,Taurus,Cat,Right,No,Extrovert
46,Green,Bourbon,Right,No,Gemini,Cat,Center,Yes,Introvert
46,Pink,Garibaldi,Left,Yes,Sagittarius,Bird,Center-Right,Yes,Extrovert
66,Black,Nice,Right,No,Leo,Dog,Center-Left,Yes,Introvert
53,Orange,Ginger Nut,Right,Yes,Aquarius,Bird,Center-Right,No,Extrovert
26,Black,Hobnob,Right,No,Gemini,Rabbit,Right,Yes,Introvert
18,Pink,Nice,Right,Yes,Capricorn,Rabbit,Center-Left,Yes,Extrovert
75,Pink,Hobnob,Left,Yes,Cancer,Dog,Right,No,Extrovert
21,Purple,Nice,Left,No,Sagittarius,Cat,Center-Right,Yes,Introvert
29,Purple,Rich Tea,Right,Yes,Scorpio,Fish,Right,Yes,Introvert
27,Orange,Shortbread,Left,Yes,Capricorn,Fish,Center-Left,Yes,Ambivert
70,Green,Digestive,Right,Yes,Capricorn,Rabbit,Right,Yes,Ambivert
42,Orange,Nice,Right,No,Cancer,Rabbit,Center-Right,No,Introvert
60,Red,Ginger Nut,Right,Yes,Gemini,Bird,Center-Left,Yes,Extrovert
25,Orange,Custard Cream,Right,Yes,Sagittarius,Rabbit,Center-Right,Yes,Extrovert
69,Black,Custard Cream,Right,No,Pisces,Bird,Center,Yes,Introvert
41,Orange,Bourbon,Left,No,Libra,Dog,Left,Yes,Ambivert
78,Purple,Nice,Left,Yes,Leo,Fish,Center-Left,Yes,Introvert
21,Black,Custard Cream,Left,Yes,Libra,Bird,Right,No,Introvert
77,Brown,Digestive,Right,No,Cancer,Dog,Center-Right,No,Introvert
49,Purple,Nice,Left,No,Libra,Cat,Center-Left,No,Introvert
58,White,Ginger Nut,Right,Yes,Virgo,Bird,Center-Right,No,Ambivert
54,Brown,Bourbon,Left,Yes,Scorpio,Fish,Left,Yes,Introvert
79,Green,Digestive,Left,Yes,Capricorn,Rabbit,Center,No,Introvert
19,Pink,Jammie Dodger,Left,No,Scorpio,Dog,Right,Yes,Extrovert
25,Blue,Nice,Right,Yes,Aquarius,Rabbit,Center-Right,No,Introvert
73,Pink,Rich Tea,Left,Yes,Aries,Cat,Center,Yes,Ambivert
27,Red,Hobnob,Right,Yes,Gemini,Bird,Right,No,Ambivert
30,Black,Shortbread,Left,No,Aquarius,Cat,Left,No,Introvert
42,White,Garibaldi,Left,Yes,Aquarius,Cat,Center-Left,Yes,Extrovert
77,Brown,Digestive,Right,No,Capricorn,Fish,Center-Right,Yes,Introvert
74,Blue,Garibaldi,Left,Yes,Capricorn,Cat,Center-Left,Yes,Ambivert
74,Yellow,Jammie Dodger,Left,Yes,Taurus,Rabbit,Right,Yes,Extrovert
73,Blue,Custard Cream,Right,Yes,Pisces,Fish,Center,Yes,Introvert
58,White,Shortbread,Right,No,Aquarius,Cat,Center-Right,Yes,Introvert
72,Brown,Jammie Dodger,Right,Yes,Capricorn,Bird,Center-Left,Yes,Extrovert
73,Black,Custard Cream,Left,No,Sagittarius,Cat,Right,Yes,Introvert
46,Yellow,Garibaldi,Left,No,Libra,Bird,Left,Yes,Extrovert
66,Purple,Jammie Dodger,Right,No,Capricorn,Dog,Center,Yes,Extrovert
48,Black,Ginger Nut,Left,Yes,Cancer,Dog,Center-Left,No,Introvert
57,Blue,Custard Cream,Right,No,Taurus,Bird,Center-Right,Yes,Introvert
51,Green,Hobnob,Right,Yes,Libra,Cat,Center-Left,Yes,Extrovert
20,Red,Digestive,Right,No,Sagittarius,Bird,Left,No,Introvert
40,White,Shortbread,Right,No,Aries,Fish,Left,Yes,Introvert
42,Pink,Shortbread,Right,Yes,Taurus,Bird,Center,Yes,Extrovert
49,Blue,Garibaldi,Left,No,Capricorn,Rabbit,Center-Right,Yes,Introvert
45,Red,Hobnob,Right,No,Gemini,Rabbit,Center-Right,Yes,Introvert
38,Pink,Digestive,Left,No,Sagittarius,Cat,Right,No,Introvert
73,Blue,Rich Tea,Right,Yes,Aries,Dog,Left,Yes,Introvert
55,Red,Bourbon,Left,No,Pisces,Fish,Center-Right,Yes,Introvert
18,Blue,Ginger Nut,Right,No,Gemini,Dog,Left,No,Introvert
63,Black,Custard Cream,Left,No,Capricorn,Bird,Left,No,Introvert
71,Red,Jammie Dodger,Left,No,Virgo,Bird,Right,No,Ambivert
27,Black,Nice,Right,Yes,Scorpio,Bird,Right,No,Introvert
28,Red,Digestive,Left,Yes,Gemini,Dog,Right,No,Ambivert
24,Orange,Shortbread,Left,No,Sagittarius,Fish,Center,No,Introvert
41,Blue,Garibaldi,Left,Yes,Aries,Bird,Center-Right,Yes,Extrovert
49,Purple,Shortbread,Right,Yes,Cancer,Dog,Left,Yes,Extrovert
27,Orange,Digestive,Right,Yes,Gemini,Dog,Center,No,Extrovert
22,Orange,Jammie Dodger,Right,No,Aries,Dog,Center-Right,No,Extrovert
54,Yellow,Rich Tea,Left,No,Libra,Bird,Center-Left,No,Introvert
47,Brown,Shortbread,Right,Yes,Libra,Rabbit,Left,Yes,Ambivert
44,White,Jammie Dodger,Right,Yes,Leo,Fish,Left,No,Ambivert
56,Yellow,Hobnob,Right,Yes,Leo,Rabbit,Center,No,Extrovert
37,Red,Hobnob,Right,Yes,Scorpio,Bird,Center-Right,Yes,Extrovert
23,Pink,Ginger Nut,Left,No,Virgo,Cat,Center-Left,Yes,Extrovert
60,Brown,Digestive,Left,Yes,Cancer,Rabbit,Center-Right,No,Introvert
28,Blue,Rich Tea,Right,Yes,Leo,Dog,Center-Right,Yes,Introvert
74,Black,Shortbread,Right,Yes,Aries,Fish,Left,No,Introvert
65,Purple,Hobnob,Left,No,Gemini,Bird,Right,Yes,Ambivert
38,Orange,Garibaldi,Right,No,Gemini,Cat,Center-Right,No,Ambivert
22,Red,Bourbon,Left,No,Pisces,Bird,Left,No,Introvert
40,Green,Rich Tea,Right,No,Aries,Fish,Center,Yes,Introvert
75,Pink,Rich Tea,Left,Yes,Libra,Fish,Right,No,Introvert
41,Red,Ginger Nut,Left,No,Pisces,Fish,Center-Right,No,Introvert
36,Black,Jammie Dodger,Right,Yes,Leo,Rabbit,Center,No,Ambivert
75,Black,Digestive,Right,Yes,Sagittarius,Cat,Center-Left,Yes,Introvert
47,Purple,Jammie Dodger,Right,Yes,Leo,Fish,Center,No,Extrovert
57,Yellow,Jammie Dodger,Right,No,Capricorn,Cat,Center,Yes,Extrovert
50,Red,Ginger Nut,Left,Yes,Pisces,Bird,Left,No,Extrovert
56,Pink,Custard Cream,Right,Yes,Pisces,Bird,Right,Yes,Extrovert
57,Red,Jammie Dodger,Right,No,Scorpio,Rabbit,Center-Left,No,Ambivert
59,Brown,Digestive,Right,No,Gemini,Bird,Left,No,Introvert
25,Orange,Nice,Left,Yes,Leo,Fish,Center-Left,No,Introvert
48,Purple,Garibaldi,Right,No,Gemini,Rabbit,Center-Left,No,Ambivert
60,Red,Hobnob,Right,No,Pisces,Rabbit,Center,Yes,Ambivert
19,Brown,Custard Cream,Left,Yes,Aquarius,Bird,Center,No,Ambivert
54,Green,Shortbread,Right,No,Scorpio,Dog,Center-Right,No,Introvert
68,Yellow,Shortbread,Left,Yes,Virgo,Fish,Right,Yes,Ambivert
72,Blue,Nice,Left,Yes,Cancer,Dog,Center-Left,No,Introvert
25,Red,Garibaldi,Left,No,Pisces,Dog,Left,No,Ambivert
58,Green,Shortbread,Left,Yes,Leo,Bird,Left,Yes,Ambivert
57,Yellow,Garibaldi,Right,Yes,Leo,Dog,Right,No,Extrovert
21,Red,Ginger Nut,Right,Yes,Capricorn,Cat,Left,Yes,Ambivert
41,Blue,Jammie Dodger,Right,Yes,Gemini,Rabbit,Center-Left,Yes,Extrovert
21,Red,Bourbon,Right,No,Libra,Fish,Center-Right,Yes,Introvert
27,Blue,Rich Tea,Left,Yes,Aries,Dog,Center-Right,No,Introvert
70,Black,Shortbread,Right,No,Taurus,Cat,Center-Left,No,Introvert
53,White,Jammie Dodger,Right,No,Virgo,Cat,Right,No,Ambivert
74,Brown,Nice,Left,Yes,Gemini,Bird,Right,No,Introvert
34,Orange,Digestive,Left,Yes,Gemini,Rabbit,Center-Right,Yes,Extrovert
21,Blue,Shortbread,Left,No,Capricorn,Bird,Right,Yes,Introvert
43,Brown,Nice,Left,No,Virgo,Dog,Center-Left,Yes,Introvert
32,Purple,Garibaldi,Left,No,Capricorn,Cat,Center,No,Ambivert
